arrivare,"arrivare,arrivante,arrivando,arrivato,essere arrivato,essendo arrivato,essente arrivato","arrivo,arrivi,arriva,arriviamo,arrivate,arrivano","arrivavo,arrivavi,arrivava,arrivavamo,arrivavate,arrivavano","arriverò,arriverai,arriverà,arriveremo,arriverete,arriveranno","arrivai,arrivasti,arrivò,arrivammo,arrivaste,arrivarono","sono arrivato,sei arrivato,è arrivato,siamo arrivati,siete arrivati,sono arrivati","ero arrivato,eri arrivato,era arrivato,eravamo arrivati,eravate arrivati,erano arrivati","sarò arrivato,sarai arrivato,sarà arrivato,saremo arrivati,sarete arrivati,saranno arrivati","fui arrivato,fosti arrivato,fu arrivato,fummo arrivati,foste arrivati,furono arrivati","arrivi,arrivi,arrivi,arriviamo,arriviate,arrivino","sia arrivato,sia arrivato,sia arrivato,siamo arrivati,siate arrivati,siano arrivati","arrivassi,arrivassi,arrivasse,arrivassimo,arrivaste,arrivassero","fossi arrivato,fossi arrivato,fosse arrivato,fossimo arrivati,foste arrivati,fossero arrivati","arriverei,arriveresti,arriverebbe,arriveremmo,arrivereste,arriverebbero","sarei arrivato,saresti arrivato,sarebbe arrivato,saremmo arrivati,sareste arrivati,sarebbero arrivati","arriva,arrivi,arriviamo,arrivate,arrivino",
arrostire,"arrostire,arrostente,arrostendo,arrostito,avere arrostito,avendo arrostito,avente arrostito","arrostisco,arrostisci,arrostisce,arrostiamo,arrostite,arrostiscono","arrostivo,arrostivi,arrostiva,arrostivamo,arrostivate,arrostivano","arrostirò,arrostirai,arrostirà,arrostiremo,arrostirete,arrostiranno","arrostii,arrostisti,arrostì,arrostimmo,arrostiste,arrostirono","ho arrostito,hai arrostito,ha arrostito,abbiamo arrostito,avete arrostito,hanno arrostito","avevo arrostito,avevi arrostito,aveva arrostito,avevamo arrostito,avevate arrostito,avevano arrostito","avrò arrostito,avrai arrostito,avrà arrostito,avremo arrostito,avrete arrostito,avranno arrostito","ebbi arrostito,avesti arrostito,ebbe arrostito,avemmo arrostito,aveste arrostito,ebbero arrostito","arrostisca,arrostisca,arrostisca,arrostiamo,arrostiate,arrostiscano","abbia arrostito,abbia arrostito,abbia arrostito,abbiamo arrostito,abbiate arrostito,abbiano arrostito","arrostissi,arrostissi,arrostisse,arrostissimo,arrostiste,arrostissero","avessi arrostito,avessi arrostito,avesse arrostito,avessimo arrostito,aveste arrostito,avessero arrostito","arrostirei,arrostiresti,arrostirebbe,arrostiremmo,arrostireste,arrostirebbero","avrei arrostito,avresti arrostito,avrebbe arrostito,avremmo arrostito,avreste arrostito,avrebbero arrostito","arrostisci,arrostisca,arrostiamo,arrostite,arrostiscano",
asciugare,"asciugare,asciugante,asciugando,asciugato,avere asciugato,avendo asciugato,avente asciugato","asciugo,asciughi,asciuga,asciughiamo,asciugate,asciugano","asciugavo,asciugavi,asciugava,asciugavamo,asciugavate,asciugavano","asciugherò,asciugherai,asciugherà,asciugheremo,asciugherete,asciugheranno","asciugai,asciugasti,asciugò,asciugammo,asciugaste,asciugarono","ho asciugato,hai asciugato,ha asciugato,abbiamo asciugato,avete asciugato,hanno asciugato","avevo asciugato,avevi asciugato,aveva asciugato,avevamo asciugato,avevate asciugato,avevano asciugato","avrò asciugato,avrai asciugato,avrà asciugato,avremo asciugato,avrete asciugato,avranno asciugato","ebbi asciugato,avesti asciugato,ebbe asciugato,avemmo asciugato,aveste asciugato,ebbero asciugato","asciughi,asciughi,asciughi,asciughiamo,asciughiate,asciughino","abbia asciugato,abbia asciugato,abbia asciugato,abbiamo asciugato,abbiate asciugato,abbiano asciugato","asciugassi,asciugassi,asciugasse,asciugassimo,asciugaste,asciugassero","avessi asciugato,avessi asciugato,avesse asciugato,avessimo asciugato,aveste asciugato,avessero asciugato","asciugherei,asciugheresti,asciugherebbe,asciugheremmo,asciughereste,asciugherebbero","avrei asciugato,avresti asciugato,avrebbe asciugato,avremmo asciugato,avreste asciugato,avrebbero asciugato","asciuga,asciughi,asciughiamo,asciugate,asciughino",
ascoltare,"ascoltare,ascoltante,ascoltando,ascoltato,avere ascoltato,avendo ascoltato,avente ascoltato","ascolto,ascolti,ascolta,ascoltiamo,ascoltate,ascoltano","ascoltavo,ascoltavi,ascoltava,ascoltavamo,ascoltavate,ascoltavano","ascolterò,ascolterai,ascolterà,ascolteremo,ascolterete,ascolteranno","ascoltai,ascoltasti,ascoltò,ascoltammo,ascoltaste,ascoltarono","ho ascoltato,hai ascoltato,ha ascoltato,abbiamo ascoltato,avete ascoltato,hanno ascoltato","avevo ascoltato,avevi ascoltato,aveva ascoltato,avevamo ascoltato,avevate ascoltato,avevano ascoltato","avrò ascoltato,avrai ascoltato,avrà ascoltato,avremo ascoltato,avrete ascoltato,avranno ascoltato","ebbi ascoltato,avesti ascoltato,ebbe ascoltato,avemmo ascoltato,aveste ascoltato,ebbero ascoltato","ascolti,ascolti,ascolti,ascoltiamo,ascoltiate,ascoltino","abbia ascoltato,abbia ascoltato,abbia ascoltato,abbiamo ascoltato,abbiate ascoltato,abbiano ascoltato","ascoltassi,ascoltassi,ascoltasse,ascoltassimo,ascoltaste,ascoltassero","avessi ascoltato,avessi ascoltato,avesse ascoltato,avessimo ascoltato,aveste ascoltato,avessero ascoltato","ascolterei,ascolteresti,ascolterebbe,ascolteremmo,ascoltereste,ascolterebbero","avrei ascoltato,avresti ascoltato,avrebbe ascoltato,avremmo ascoltato,avreste ascoltato,avrebbero ascoltato","ascolta,ascolti,ascoltiamo,ascoltate,ascoltino",
aspettare,"aspettare,aspettante,aspettando,aspettato,avere aspettato,avendo aspettato,avente aspettato","aspetto,aspetti,aspetta,aspettiamo,aspettate,aspettano","aspettavo,aspettavi,aspettava,aspettavamo,aspettavate,aspettavano","aspetterò,aspetterai,aspetterà,aspetteremo,aspetterete,aspetteranno","aspettai,aspettasti,aspettò,aspettammo,aspettaste,aspettarono","ho aspettato,hai aspettato,ha aspettato,abbiamo aspettato,avete aspettato,hanno aspettato","avevo aspettato,avevi aspettato,aveva aspettato,avevamo aspettato,avevate aspettato,avevano aspettato","avrò aspettato,avrai aspettato,avrà aspettato,avremo aspettato,avrete aspettato,avranno aspettato","ebbi aspettato,avesti aspettato,ebbe aspettato,avemmo aspettato,aveste aspettato,ebbero aspettato","aspetti,aspetti,aspetti,aspettiamo,aspettiate,aspettino","abbia aspettato,abbia aspettato,abbia aspettato,abbiamo aspettato,abbiate aspettato,abbiano aspettato","aspettassi,aspettassi,aspettasse,aspettassimo,aspettaste,aspettassero","avessi aspettato,avessi aspettato,avesse aspettato,avessimo aspettato,aveste aspettato,avessero aspettato","aspetterei,aspetteresti,aspetterebbe,aspetteremmo,aspettereste,aspetterebbero","avrei aspettato,avresti aspettato,avrebbe aspettato,avremmo aspettato,avreste aspettato,avrebbero aspettato","aspetta,aspetti,aspettiamo,aspettate,aspettino",
attraversare,"attraversare,attraversante,attraversando,attraversato,avere attraversato,avendo attraversato,avente attraversato","attraverso,attraversi,attraversa,attraversiamo,attraversate,attraversano","attraversavo,attraversavi,attraversava,attraversavamo,attraversavate,attraversavano","attraverserò,attraverserai,attraverserà,attraverseremo,attraverserete,attraverseranno","attraversai,attraversasti,attraversò,attraversammo,attraversaste,attraversarono","ho attraversato,hai attraversato,ha attraversato,abbiamo attraversato,avete attraversato,hanno attraversato","avevo attraversato,avevi attraversato,aveva attraversato,avevamo attraversato,avevate attraversato,avevano attraversato","avrò attraversato,avrai attraversato,avrà attraversato,avremo attraversato,avrete attraversato,avranno attraversato","ebbi attraversato,avesti attraversato,ebbe attraversato,avemmo attraversato,aveste attraversato,ebbero attraversato","attraversi,attraversi,attraversi,attraversiamo,attraversiate,attraversino","abbia attraversato,abbia attraversato,abbia attraversato,abbiamo attraversato,abbiate attraversato,abbiano attraversato","attraversassi,attraversassi,attraversasse,attraversassimo,attraversaste,attraversassero","avessi attraversato,avessi attraversato,avesse attraversato,avessimo attraversato,aveste attraversato,avessero attraversato","attraverserei,attraverseresti,attraverserebbe,attraverseremmo,attraversereste,attraverserebbero","avrei attraversato,avresti attraversato,avrebbe attraversato,avremmo attraversato,avreste attraversato,avrebbero attraversato","attraversa,attraversi,attraversiamo,attraversate,attraversino",
avere,"avere,avente,avendo,avuto,avere avuto,avendo avuto,avente avuto","ho,hai,ha,abbiamo,avete,hanno","avevo,avevi,aveva,avevamo,avevate,avevano","avrò,avrai,avrà,avremo,avrete,avranno","ebbi,avesti,ebbe,avemmo,aveste,ebbero","ho avuto,hai avuto,ha avuto,abbiamo avuto,avete avuto,hanno avuto","avevo avuto,avevi avuto,aveva avuto,avevamo avuto,avevate avuto,avevano avuto","avrò avuto,avrai avuto,avrà avuto,avremo avuto,avrete avuto,avranno avuto","ebbi avuto,avesti avuto,ebbe avuto,avemmo avuto,aveste avuto,ebbero avuto","abbia,abbia,abbia,abbiamo,abbiate,abbiano","abbia avuto,abbia avuto,abbia avuto,abbiamo avuto,abbiate avuto,abbiano avuto","avessi,avessi,avesse,avessimo,aveste,avessero","avessi avuto,avessi avuto,avesse avuto,avessimo avuto,aveste avuto,avessero avuto","avrei,avresti,avrebbe,avremmo,avreste,avrebbero","avrei avuto,avresti avuto,avrebbe avuto,avremmo avuto,avreste avuto,avrebbero avuto","abbi,abbia,abbiamo,abbiate,abbiano",
baciare,"baciare,baciante,baciando,baciato,avere baciato,avendo baciato,avente baciato","bacio,baci,bacia,baciamo,baciate,baciano","baciavo,baciavi,baciava,baciavamo,baciavate,baciavano","bacerò,bacerai,bacerà,baceremo,bacerete,baceranno","baciai,baciasti,baciò,baciammo,baciaste,baciarono","ho baciato,hai baciato,ha baciato,abbiamo baciato,avete baciato,hanno baciato","avevo baciato,avevi baciato,aveva baciato,avevamo baciato,avevate baciato,avevano baciato","avrò baciato,avrai baciato,avrà baciato,avremo baciato,avrete baciato,avranno baciato","ebbi baciato,avesti baciato,ebbe baciato,avemmo baciato,aveste baciato,ebbero baciato","baci,baci,baci,baciamo,baciate,bacino","abbia baciato,abbia baciato,abbia baciato,abbiamo baciato,abbiate baciato,abbiano baciato","baciassi,baciassi,baciasse,baciassimo,baciaste,baciassero","avessi baciato,avessi baciato,avesse baciato,avessimo baciato,aveste baciato,avessero baciato","bacerei,baceresti,bacerebbe,baceremmo,bacereste,bacerebbero","avrei baciato,avresti baciato,avrebbe baciato,avremmo baciato,avreste baciato,avrebbero baciato","bacia,baci,baciamo,baciate,bacino",
ballare,"ballare,ballante,ballando,ballato,avere ballato,avendo ballato,avente ballato","ballo,balli,balla,balliamo,ballate,ballano","ballavo,ballavi,ballava,ballavamo,ballavate,ballavano","ballerò,ballerai,ballerà,balleremo,ballerete,balleranno","ballai,ballasti,ballò,ballammo,ballaste,ballarono","ho ballato,hai ballato,ha ballato,abbiamo ballato,avete ballato,hanno ballato","avevo ballato,avevi ballato,aveva ballato,avevamo ballato,avevate ballato,avevano ballato","avrò ballato,avrai ballato,avrà ballato,avremo ballato,avrete ballato,avranno ballato","ebbi ballato,avesti ballato,ebbe ballato,avemmo ballato,aveste ballato,ebbero ballato","balli,balli,balli,balliamo,balliate,ballino","abbia ballato,abbia ballato,abbia ballato,abbiamo ballato,abbiate ballato,abbiano ballato","ballassi,ballassi,ballasse,ballassimo,ballaste,ballassero","avessi ballato,avessi ballato,avesse ballato,avessimo ballato,aveste ballato,avessero ballato","ballerei,balleresti,ballerebbe,balleremmo,ballereste,ballerebbero","avrei ballato,avresti ballato,avrebbe ballato,avremmo ballato,avreste ballato,avrebbero ballato","balla,balli,balliamo,ballate,ballino",
bere,"bere; bevere,bevente,bevendo,bevuto,avere bevuto,avendo bevuto,avente bevuto","bevo,bevi,beve,beviamo,bevete,bevono","bevevo,bevevi,beveva,bevevamo,bevevate,bevevano","berrò,berrai,berrà,berremo,berrete,berranno","bevvi; bevetti,bevesti,bevve; bevette,bevemmo,beveste,bevvero; bevettero","ho bevuto,hai bevuto,ha bevuto,abbiamo bevuto,avete bevuto,hanno bevuto","avevo bevuto,avevi bevuto,aveva bevuto,avevamo bevuto,avevate bevuto,avevano bevuto","avrò bevuto,avrai bevuto,avrà bevuto,avremo bevuto,avrete bevuto,avranno bevuto","ebbi bevuto,avesti bevuto,ebbe bevuto,avemmo bevuto,aveste bevuto,ebbero bevuto","beva,beva,beva,beviamo,beviate,bevano","abbia bevuto,abbia bevuto,abbia bevuto,abbiamo bevuto,abbiate bevuto,abbiano bevuto","bevessi,bevessi,bevesse,bevessimo,beveste,bevessero","avessi bevuto,avessi bevuto,avesse bevuto,avessimo bevuto,aveste bevuto,avessero bevuto","berrei,berresti,berrebbe,berremmo,berreste,berrebbero","avrei bevuto,avresti bevuto,avrebbe bevuto,avremmo bevuto,avreste bevuto,avrebbero bevuto","bevi,beva,beviamo,bevete,bevano",
bollire,"bollire,bollente,bollendo,bollito,avere bollito,avendo bollito,avente bollito","bollisco,bollisci,bollisce,bolliamo,bollite,bolliscono","bollivo,bollivi,bolliva,bollivamo,bollivate,bollivano","bollirò,bollirai,bollirà,bolliremo,bollirete,bolliranno","bollii,bollisti,bollì,bollimmo,bolliste,bollirono","ho bollito,hai bollito,ha bollito,abbiamo bollito,avete bollito,hanno bollito","avevo bollito,avevi bollito,aveva bollito,avevamo bollito,avevate bollito,avevano bollito","avrò bollito,avrai bollito,avrà bollito,avremo bollito,avrete bollito,avranno bollito","ebbi bollito,avesti bollito,ebbe bollito,avemmo bollito,aveste bollito,ebbero bollito","bollisca,bollisca,bollisca,bolliamo,bolliate,bolliscano","abbia bollito,abbia bollito,abbia bollito,abbiamo bollito,abbiate bollito,abbiano bollito","bollissi,bollissi,bollisse,bollissimo,bolliste,bollissero","avessi bollito,avessi bollito,avesse bollito,avessimo bollito,aveste bollito,avessero bollito","bollirei,bolliresti,bollirebbe,bolliremmo,bollireste,bollirebbero","avrei bollito,avresti bollito,avrebbe bollito,avremmo bollito,avreste bollito,avrebbero bollito","bollisci,bollisca,bolliamo,bollite,bolliscano",
